sentiment,id,text
0,1467816149,awe মইও তোমাক ভাল পাওঁ!!!! ১ am ইয়াত মই তোমাক মিছ কৰিছো
0,1467816665,ৰাতি শুবলৈ মোৰ এছিয়ান চকু দুটা কান্দিবলৈ
0,1467816749,'মই বেমাৰত আছো আৰু শ্বাৱাৰত বহি এঘণ্টা সময় কটালোঁ কাৰণ মই থিয় হ'ব নোৱাৰাকৈয়ে বেমাৰত পৰিলোঁ আৰু চেম্পিয়নৰ দৰে পেটটো বন্ধ কৰি ৰাখিলোঁ। বিচনা এতিয়া
0,1467817225,'এইটো এটা ভাল দিন নহয় আৰু অসুস্থ আৰু তিনি ঘন্টাৰ দৰে কাম কৰা হ'ব...'
0,1467817374,দুঃখিত! বিচনাৰ সময় ইয়াত আহিল gmt 1
0,1467817502,মইও নকৰোঁ। তাৰ হতাশাজনক। মই নাভাবো যে মই ছুটকেছ পিন্ধা ল'ৰা-ছোৱালীবোৰৰ বিষয়েও জানিব নিবিচাৰো।
0,1467818007,বিছনা. ক্লাছ ৮ ১২. কাম ১২ ৩. জিম ৩ ৫ বা ৬. তাৰ পিছত ক্লাছ ৬ ১০. আন এটা দিন যিটো উৰি যাব। মই মোৰ প্ৰেমিকাক মিছ কৰো
0,1467818020,সঁচাকৈয়ে আজি উঠিবলৈ মন নাযায়... কিন্তু কাইলৈৰ ব্যৱহাৰিক পৰীক্ষাৰ বাবে পঢ়িবলৈ পাইছো...
0,1467818481,মোৰ গীটাৰৰ চকুলোৰ টোপালৰ কাৰণ তেওঁৱেই একমাত্ৰ যিয়ে মোৰ হৃদয় ভাঙি পেলাবলৈ মোৰ যথেষ্ট আছে
0,1467818603,"দুখী, দুখী, দুখী। মই নাজানো কিয় কিন্তু মই এই অনুভৱ ঘৃণা কৰো যে মই শুব বিচাৰো আৰু মই এতিয়াও কৰিব নোৱাৰো!"
0,1467818900,'আপুনি অৱশেষত আৰামদায়ক হোৱা দেখিবলৈ মই তাত আছিলোঁ!' মই দুখী যে মই ইয়াক মিছ কৰিলোঁ
0,1467819022,টোপনি অহা। মাত্ৰ শুনিলোঁ সেই ট্ৰেচি ছোৱালীজনীৰ মৃতদেহ পোৱাৰ কথা। সেই পৰিয়ালটোৰ বাবে মোৰ হৃদয়খন কিমান দুখী।
0,1467819650,yay! মই আপোনাৰ চাকৰিৰ সৈতে আপোনাৰ বাবে সুখী! কিন্তু তাৰ অৰ্থ হ'ল মোৰ আৰু আপোনাৰ বাবে কম সময়...
0,1467819712,"ব্লেকবেৰীত মোৰ ব্যৱহাৰকাৰীৰ টাইমলাইন পৰীক্ষা কৰিলোঁ, দেখা গৈছে যে ট্ৱাংকিং এতিয়াও হৈ আছেনে?"
0,1467819812,'অ' মেন'...এটা মিটিংলৈ পিন্ধিবলৈ জিন্সজুম্বৰ প্ৰিয় টপটো ইস্ত্ৰী কৰি আছিল। জ্বলাই দিলে
0,1467820206,লিলো আৰু চামৰোৰ বিচ্ছেদত আচৰিত ধৰণে দুখ পাইছে।
0,1467820835,অস! ৰিটুইট কৰাৰ আগতে মই সেই বিষয়ে ভবা নাছিলো।
0,1467820863,ব্ৰডবেণ্ড পৰিকল্পনা 'এটা বৃহৎ ভগ্ন প্ৰতিশ্ৰুতি' www.diigo.com ৰ জৰিয়তে tautao এতিয়াও আমি ব্ৰডবেণ্ডৰ বাবে অপেক্ষা কৰি আছো
0,1467820906,"বাহ, আপোনাৰ পৰা টন উত্তৰ, হয়তো আনফ'ল' কৰিব লাগিব যাতে মই মোৰ বন্ধুসকলৰ টুইট চাব পাৰো, আপুনি ফিডটো বহুত স্ক্ৰল কৰি আছে।"
0,1467821085,আমাৰ হাঁহ আৰু কুকুৰাটোৱে ফুটাবলৈ বহুত সময় লৈছে
0,1467821338,"কেইবছৰমানৰ আগতে ছুটীৰ ফটো অনলাইনত ৰাখিছিলোঁ। pc ক্ৰেচ হৈ গ'ল, আৰু এতিয়া মই চাইটটোৰ নামটো পাহৰিলোঁ।"
0,1467821455,মোক এটা হাগ লাগে
0,1467821715,"নিশ্চিত নহয় যে তেওঁলোক কি, মাথোঁ যে তেওঁলোক pos! মই যিমান বিচাৰো, মই নাভাবো যে কোম্পানী সম্পত্তিৰ ট্ৰেড আঁতৰাই পেলাব পাৰিম ক্ষমা কৰিব andy!"
4,1467822272,মই health4uandpets ভাল পাওঁ u guys r শ্ৰেষ্ঠ!!
4,1467822273,'আজি ৰাতি মোৰ এগৰাকী besties ৰ সৈতে মিটিং আপ! অপেক্ষা কৰিব নোৱাৰি!! ছোৱালীৰ কথা!!
4,1467822283,"টুইটাৰ যোগ কৰাৰ বাবে ধন্যবাদ, sunisa! 'আমি তোমাক এবাৰ ইয়াত dc এৰিয়াত হিন শ্ব'ত লগ পাইছিলো আৰু তুমি এজন প্ৰেয়সী আছিলা।"
4,1467822287,"অসুস্থ হোৱাটো সঁচাকৈয়ে সস্তীয়া হ'ব পাৰে যেতিয়া প্ৰকৃত খাদ্য খাবলৈ অত্যধিক বিষ হয় আৰু ইয়াৰ উপৰিও, আপোনাৰ বন্ধুসকলে আপোনাক চূপ বনাই দিয়ে"
4,1467822293,তেওঁৰ সেই প্ৰভাৱ সকলোৰে ওপৰত পৰে
0,1467822384,মই ঘৃণা কৰো যেতিয়া সেইটো ঘটে...
0,1467822389,'আপুনি ভাবিব যে অধিক শ্ব'ত খেলৰ সংগীত ব্যৱহাৰ কৰা হ'ব। mmm
4,1467822391,'আপুনি তেওঁক ক'ব পাৰে যে মই মাত্ৰ সঁচাকৈয়ে জোৰেৰে হাঁহিলোঁ কাৰণ মই মোৰ হুমুনিয়াহৰ পৰা ওলাই অহাৰ বাবে ধন্যবাদ!'
4,1467822447,আপোনাৰ সঁহাৰিৰ বাবে ধন্যবাদ। এই উত্তৰ ইতিমধ্যে বিচাৰি পাইছো
4,1467822465,"মই ইমানেই ঈৰ্ষা কৰিছো, আশাকৰোঁ আপুনি ভেগাছত এটা ভাল সময় পালে! acm's বোৰ কেনেকৈ ভাল লাগিল?! আপোনাৰ অনুষ্ঠানটো ভাল পাওঁ!!"
4,1467822489,"আহ, অৱশেষত টুইটাৰত যোগদান কৰাৰ বাবে মিষ্টাৰ ফ্লেচাৰক অভিনন্দন"
4,1467822496,মই উত্তৰ দিলোঁ মূৰ্খ মেকুৰীটোৱে মোক টাইপ কৰাত সহায় কৰি আছে। ভুল ক্ষমা কৰিব
0,1467822519,উফ....কাইলৈ ​​৯২ ডিগ্ৰী
0,1467822522,ক'লৈ গুচি গ'ল? মই ভাবিছিলো যে আপুনি ইতিমধ্যে sd ত আছে। ?? হুমমম। ৰেণ্ডম ইউ মোক পাইছিল। yer ভাল কাম কৰা শুনি আনন্দিত।
4,1467822530,স্কুলৰ উন্মাদ দিন। তাত ১০ ঘণ্টা ধৰি ক্ৰমাগতভাৱে। পাহাৰবোৰ চাবলৈ ওলাইছে। spencerpratt মোকো কৈছিল! হা. জন্মদিনৰ শুভেচ্ছা থাকিল jb!
4,1467822531,ডেৰ-দুজন মানুহৰ কথা কেনেকৈ পাহৰিলোঁ?!?!? মই সেই শ্ব'টো ভাল পাওঁ!!!
4,1467822635,"হাহা, চিন্তা নকৰিব! আপুনি ইয়াৰ হেং পাব!"
0,1467822687,"মই মোৰ ps3 মিছ কৰিছো, ই কমিচনৰ বাহিৰত wutcha খেলি আছে? 'বালিৰ ওপৰত তেজ' কপিছেনে?"
4,1467822729,"অন্ততঃ মই একমাত্ৰ হেৰাই যোৱা অনুভৱ নহ'ম! এইটোৱে মোৰ বাবে সাধাৰণ ৰাতিতকৈ বহু পিছৰ ৰাতি হ'ব পাৰে, ইতিমধ্যে নিচা হৈ পৰিছে"
4,1467822796,সেই ভিডিঅ'টোৰ লিংক পোষ্ট কৰিলে মোক dm কৰাটো নিশ্চিত কৰক! lt lol gt গতিকে মই মিছ নকৰো প্ৰথমে অনুমতি আৰু আশীৰ্বাদ লোৱাটোৱেই ভাল?
4,1467822814,মাত্ৰ মোৰ নতুন iphone ত tweetie যোগ কৰিলোঁ
4,1467822899,সঁচাকৈয়ে মই নাজানো। মই ভাবো ইয়াৰ গ্ল'ব! হয়! আশাকৰোঁ মই ভাল হ'ম যাতে মই জানো যে মই যোগদান কৰিব পাৰো নেকি!
0,1467822918,মাত্ৰ পাৰ্কিং লটৰ কাম এৰি!
4,1467822924,আপোনাৰ ছবিখন বৰ মিঠা
4,1467822936,"ইমেইল, rss আৰু ৰেণ্ডম bacn ৰ ওপৰত ধৰিব পৰা। তাৰ পিছত আজি ৰাতি ১১ ৩০ বজাত ল'ৰাৰ সৈতে ৰাতিৰ আহাৰ খাবলৈ সোনকালে কাটি ওলাইছো"
4,1467822964,"'pjs' পিন্ধি কোঠাটোৰ চাৰিওফালে নাচি থকা, মোৰ ipod ত জাম কৰা। মূৰ ঘূৰোৱা। ভাল টুইটাৰ, আপুনি সুধিলে!"
4,1467822994,'পিপছ' প্ৰতিযোগিতাত স্থান নাপালে কিন্তু যিয়েই নহওক ভোট দিয়াৰ বাবে ধন্যবাদ।
4,1467823016,শুবলৈ যোৱা ইমানেই গুডনাইট সকলো আৰু মিঠা সপোন
4,1467823046,কাইলৈ ​​জমা ধনখিনি ৰাখিবলৈ ওচৰলৈ খোজ কাঢ়ি আহিলোঁ৷
4,1467823079,"এতিয়া ডাচেষ্টাৰফ্ৰেঞ্চ অনুসৰণ কৰা হৈছে, আপুনি একে কাম কৰিব লাগিব"
4,1467823109,আপুনি সেই quot ক'ৰবাত এটা টয়লেট কুবিকলৰ পৰা টুইটাৰিং quot ৰ পিছফালে যোগ কৰিব বিচাৰিছেনে ?
4,1467823132,aw মই মোৰ নতুন কুকুৰ পোৱালিটো ধৰি আছো। ভাল সি মোৰ নহয় কিন্তু সি এজন কিউটি।
4,1467823216,'কিটেহ' মোৰ ক্ৰচত শুই আছে যিয়ে প্ৰমাণ কৰে যে তাই মোক অধিক ভাল পায়
4,1467823363,মান্তি হ’ল
4,1467823405,আৰু যদি মই বাছ পাওঁ তেন্তে দুপৰীয়া ২ বজাৰ ভিতৰত ৱাগাহ সীমান্তত উপস্থিত হ'ব লাগে
0,1467823437,জীৱনটো শীতল। কিন্তু মোৰ বাবে নহয়।
4,1467823594,মই আজি ৰাতি তোমাৰ কথা ভাবি আছিলো! আপুনি মোক প্ৰথমে সাক্ষাৎকাৰ ল'বলৈ দিব লাগিব যে আপুনি এজন বিখ্যাত ছুপাৰ ষ্টাৰ
4,1467823618,পৰিয়ালৰ সৈতে সময় কটাবলৈ পাই সুখী।
4,1467823631,অৱশেষত শুই যাব! ইমান ভাগৰুৱা। 'পাহাৰবোৰ চাবলৈ গৈছিলোঁ কিন্তু নহ'ল।'
4,1467823643,'মোৰ ডিঙিৰ বিষত ক্লান্ত.... ooooohh... মই মাত্ৰ এটা পিনা কোলাডা কলৰ স্লুছিৰ বাবে এটা উন্মাদ লোভ পাইছো!!!!
4,1467823719,"indowebster ত আপলোড কৰক, bro"
0,1467823770,"দুখৰ বিষয় যে মই আগতে কেতিয়াও পোষ্ট ক'ইটাছ চিগাৰেটৰ অভিজ্ঞতা লাভ কৰা নাই, আৰু এতিয়া কেতিয়াও নাপাম।"
4,1467823824,আপোনাক স্বাগতম. আপুনি উপভোগ কৰাত আনন্দিত হৈছো।
4,1467823826,হাহাহা!! omg! 'আমি দুয়োজনেই হাঁহিছিলোঁ ডি হুক!' cuz das আমি কেনেকৈ rolll...ryt sheldawg?
0,1467823851,মোৰ দিনটো ইমান ভাল লাগিল। too bad কাইলৈ ​​পুৱা ৫ বজাত বৰষুণ আহিব
4,1467823876,awww pookie ভাল অনুভৱ. মই তোমাৰ বাবে প্ৰাৰ্থনা কৰিম...আৰু নাৰ্ছক বেগ কৰি দিম
4,1467823919,yay! নতুন কাডল ​​বাডী বিচাৰি পালে
4,1467823936,মই ভাবো আজি ৰাতি টুইটাৰত মোৰ প্ৰথম quot snob quot লগ পাইছিলো। too bad. জীৱনটো চলি থাকে!
4,1467823989,বিশ্বব্ৰহ্মাণ্ডৰ ওপৰেৰে। টোপনি. কাইলৈ ​​আখৰা।
4,1467824005,"শুকান মিঠা আলু, হুহ?"
4,1467824088,"hi jon! আপোনাৰ পৰা শুনিবলৈ পাই বৰ ভাল লাগিল! ক্ৰুজত দেখা পাম, মই অপেক্ষা কৰিব নোৱাৰো! আশাকৰোঁ নাইট বাছত সকলো ঠিকেই আছে! তুমি ভাল পোৱা!"
4,1467824094,ফোনত মাৰ লগত দীঘলীয়া কথা-বতৰা পাতি থকা
4,1467824118,yayyy! হা-হা. মই মাত্ৰ herrr অনুৰোধ কৰিলোঁ। তাই কি ক’লে?
4,1467824185,আগন্তুক বৈশিষ্ট্য শ্বুটৰ বাবে লাইন মেনেৰিজম কণ্ঠৰ অনুশীলন কৰা। সম্ভৱতঃ ব্ৰকক উন্মাদ কৰি তুলিছে।
0,1467824199,'আমি চাকৰি হেৰুৱালোঁ আৰু মোৰ ফোন বিলও দিব নোৱাৰো lmao aw shucks
4,1467824221,৩য় বাৰৰ বাবে অমাৱস্যা পঢ়িবলৈ গৈ মই ট্ৱাইলাইট ছিৰিজৰ যথেষ্ট পাব নোৱাৰো
4,1467824298,আজি আমাৰ দুমাহ বাৰ্ষিকী!!! আই লাভ ইউ sooooooo much ডায়েনা। omg আপুনি আনকি নাজানে tar heels ncaa woot জয়ী!!!!!
4,1467824377,মই বিৰক্ত হৈ পৰিছো
4,1467824422,মই বিচৰা ৰঙা বৰ্গক্ষেত্ৰৰ সৈতে এটা ৱালপেপাৰ
4,1467824454,আপোনাৰ সঁহাৰিৰ বাবে ধন্যবাদ। এই উত্তৰ ইতিমধ্যে বিচাৰি পাইছো
4,1467824474,ভাল হ'ব! মই মাত্ৰ লক্ষ্য কৰিলোঁ কাৰণ মইও bb।
4,1467824495,শুধু tryna অনুপ্ৰাণিত পাবলৈ thats সকলো
4,1467824532,যথেষ্ট সোনকালে উঠিব নোৱাৰে!!! ৰাতিৰ ৱৰ্কআউট বহুত ভাল।
4,1467824550,"অষ্টিনত আমাৰ গৰম গাধটো চাবলৈ অপেক্ষা কৰিব নোৱাৰি! ৱুট ৱুট!!! 'বেঙুনীয়া ৰঙৰ সৈতে বব ভাল পাওঁ, মই ৰয়েল ৰঙৰ পথটোও গৈছিলোঁ"
4,1467824562,"মইও বাফী গীতৰ গোট এটা পাইছো! মোৰ এটা প্ৰিয় quot vivian quot nerf herder দ্বাৰা, যেতিয়া বিশ্বাস buffy শৰীৰত স্পাইক লগ পাইছিল."
4,1467824600,devunity ওয়ালপেপার এই আউট পরীক্ষা ! gt
4,1467824606,"ৰাতিপুৱাৰ টুইটলেণ্ড, আগলৈ এটা দীঘলীয়া দিন! আশাকৰোঁ সকলোৰে দিনটো ভাল লাগিল"
4,1467824647,friendster ত ছবি আপলোড কৰা
0,1467824664,কাইলৈ ​​স্কুললৈ উভতি যাব
4,1467824699,'আপুনি ভাল নাপায় যে মই সেই দিনবোৰৰ বাবে ভাল পাওঁ! pic p ৰ বিষয়ে ধন্যবাদ
4,1467824794,আজি ৰাতি আমাণ্ডাৰ সৈতে নুডলবক্স
4,1467824828,"ক্ষমা কৰিব, মই 29823782 বিভিন্ন কামৰ দৰে কৰি আছো। kevin jonas ৰ প্ৰেমিকা"
4,1467824840,তেখেতসকলেও ইমান গুৰুতৰ হৈ পৰে যেনে.. whoa hehe lsd maybe? j k lolol
4,1467824856,জীৱনক ভালপোৱা... আৰু আপোনাক ভালপোৱা
4,1467824877,গ্ৰহটোৰ শ্ৰেষ্ঠ অভিশপ্ত পিজ্জা ভাল পাওঁ মই কয়
4,1467824911,চকলেট গাখীৰ ভাল পায় আৰু সেইটো gf yeah..
0,1467824967,"mo চাকৰি, টকা নাই। 4 f'n clams এটা ঘন্টাত ইয়াত min মজুৰি কেনেকৈ হেল?"
4,1467824998,কাইলৈ ​​ছাটাৰ ক্ৰিকলৈ গৈ এটা পুৰণি খনি ভ্ৰমণ কৰিবলৈ
0,1467825003,চিৰদিনৰ বাবে নহয়... সোনকালে লগ পাম!
4,1467825008,"মই সেই চোটো চাম, মই ব্যক্তিগতভাৱে ষ্ট্ৰবেৰী ভাল পাওঁ কিন্তু মই সোনকালে প্ৰশিক্ষক হ'ম"
4,1467825038,"অনুমান কৰক মই ক'ত থাকো। পৃথিৱীৰ সিটো পাৰে পূব মেছা, losiento"
0,1467825084,"মান্তি হ'ল, মই আজি failwhale allllll দিনটো দেখিলোঁ।"
4,1467825086,গতিকে ঘাঁৰ বাহিৰেও... ট্ৰাইআউটবোৰ কেনেকুৱা আছিল?
4,1467825095,পদাৰ্থ বিজ্ঞানৰ পৰীক্ষাত ব্যৰ্থ... কি হোমো। ছুটীৰ বাবে আগ্ৰহী ২ দিন বাকী
4,1467825142,"মাত্ৰ alexa ৱেবছাইটৰ আপডেট লুক পৰ্যবেক্ষণ কৰিলোঁ, , দেখাত অতি উত্তম, alexa উন্নত হোৱা যেন লাগে"
4,1467825143,গতিকে আপুনি আমাক ইয়াৰ বিষয়ে কি ক’ব পাৰে? মই এতিয়া সম্পূৰ্ণৰূপে গীকিং কৰি আছো
4,1467825218,"'মই ল'ৰা-ছোৱালীৰ সৈতে কাম কৰোঁ, যেতিয়াই বিচাৰো বাহিৰলৈ যাব পাৰো আৰু য'তেই বিচাৰো তাতেই যাব পাৰো"
4,1467825283,শুভৰাত্রি.
4,1467825315,মোৰ ভাইটিও বেমাৰত আছে lol. যথেষ্ট অদ্ভুত
4,1467825354,আপুনি ভাল অনুভৱ কৰিব বুলি আশা কৰিলোঁ!
4,1467825390,হে জন! ই বাস্তৱিক আৰু মই আশা কৰোঁ আপুনি নিজৰ যত্ন ল'ব...আমি নিবিচাৰো যে আপুনি বেছি ক্ষতিগ্ৰস্ত হওক। সাবটি ধৰ
0,1467825411,অস! 'হাহা'... বন্ধু মই সঁচাকৈয়ে em টো নাচাওঁ যদিহে কোনোবাই নকয় যে হে মই আপোনাক যোগ কৰিলোঁ। ক্ষমা কৰিব মই সেইটোত ইমানেই ভয়ংকৰ। মোক এটা পপ আপ লাগে!
4,1467825431,"মাত্ৰ টয়লেটৰ দেৱালত লিখিলোঁ... কিন্তু কেৱল বেয়া বানান শুধৰণি কৰিবলৈ। আৰু হাইলাইটাৰত, গতিকে ই ধুই পেলাব। হাৰ্ডকোৰ"
4,1467825434,ক্লাবজোন ডিনাৰত এটা ভাল টেক মিটিং আছিল চুচি
4,1467825491,'carlyrush'ৰ সৈতে হুক আপ কৰাৰ বাবে ধন্যবাদ আৰু মোক আকৌ পৰামৰ্শ দিয়াৰ বাবে ব্ৰ'! তুমি ৰক!
4,1467825506,তেওঁলোকে আপোনাক কোনটো সংস্কৰণ বুলি ভাবিছিল সেইটোৰ ওপৰত নিৰ্ভৰ কৰে মই জনাটো তেনেকুৱা নহয়
4,1467825532,হাত এতিয়াও যথেষ্ট দুৰ্বল মই এতিয়াও কাকো পাঞ্চ আউট বা নব ঘূৰাই ভাল নাপাওঁ কিন্তু ই বেছি আঘাত নকৰে
4,1467825536,lurkers এতিয়া সেইটো আকৰ্ষণীয় আছিল
4,1467825590,খনিটো উত্তৰ দিশত। এতিয়াও ভোট দিবলৈ 'আৰু হিথাভাৰু নিনাগে ই মুভাৰোলাগে' সিদ্ধান্ত লোৱাৰ প্ৰয়োজন
4,1467825593,"'আমি কোৰিয়ানসকলৰ পৰা মোৰ গোন্ধটো কিনিলোঁ, তাৰ উচ্চতম মানদণ্ডৰ শিশুটিক মই অতিৰিক্ত ৩.৫০ টকা দিলোঁ"
4,1467825594,চকলেট টপিঙৰ সৈতে আইচক্ৰীম খোৱা
4,1467825631,আপোনাৰ মোক কোৱা.. মাত্ৰ ২০০ টা ক্ৰাঞ্চ কৰি শেষ কৰিলোঁ! ষ্টেপ ইট আপ ডিডি ! লেটছ গ'!
4,1467825641,daaang মই নাজানিছিলো ইমান দিন কথা পতা সম্ভৱ! কি কথা কৈছিলা
0,1467825642,মই নিশ্চিত যে আপুনি সঠিক... মই আপোনাৰ আৰু nikster ৰ সৈতে ৱৰ্কআউট আৰম্ভ কৰিব লাগিব... বা অন্ততঃ jared!
4,1467825712,পশ্চিমে। বেছিভাগেই ছান জোছ আৰু ছান ফ্ৰান্সিস্কো।
4,1467825726,"nikki is off working her ass off on a bike, আঁঠুৰ আঘাতৰ পৰা সুস্থ হ'বলৈ চেষ্টা কৰি আছে। তাইৰ বাবে ভাল।"
4,1467825771,"'মই সহায় কৰিবলৈ আহি ভাল পাম, মোক জনাওক যে মই দুপৰীয়া ক'ত বহিব লাগে!'"
4,1467825781,shenagians! মোৰ দলটো অসাধাৰণ lt 3
4,1467825811,কিছু সংগীত শুনি আৰু মাত্ৰ ঠাণ্ডা....মই হয়তো কাম নকৰাৰ বাবে অনুশোচনা কৰিম...কিন্তু তেতিয়ালৈকে মই মাত্ৰ কিক বেক কৰিম
4,1467825832,মই think amp grow rich ৰ অধ্যয়ন কৰি আছো বাহ ই আচৰিত যে আকৰ্ষণৰ নিয়মটো কিমান কালজয়ী! গতিকে এতিয়া আমি আমাৰ ৬ ষ্টেপ প্ৰগ্ৰেমত আছো!
0,1467825863,মই সঁচাকৈয়ে ঘৃণা কৰো যে মানুহে মোৰ বেণ্ডবোৰ কেনেকৈ ডিচ কৰে! ট্ৰেচ স্পষ্টভাৱে কুৎসিত নহয়!
0,1467825883,"জিমৰ সাজ-পোছাক আজি আছিল পুমা চিংগলেট, এডিডাছ শ্বৰ্ট.......আৰু ক'লা বিজনেছ মোজা আৰু চামৰাৰ জোতা ভাগ্যৱান কোনো মৰমলগা ছোৱালীৰ লগত মুখামুখি হোৱা নাছিল।"
4,1467825928,অ’ ভাল! মই আনন্দিত যে আপোনাৰ মনটো ভাল হৈছে! মই সঁচাকৈয়ে ভাল হৈছো! 'এইটো এটা উন্মাদ সপ্তাহ হ'ব যদিও... ভাল ধৰণেৰে!
0,1467826052,মোৰ স্থান কিয় দেখুৱাব নোৱাৰিবা?!
4,1467826078,ক্ৰিছ ঘৰলৈ অহালৈকে ২১ দিন আৰু গ্ৰীষ্মকাললৈ ৬৭ দিন
0,1467833672,মোৰ ফোনটোৰ গোন্ধ ছাইট্ৰাছৰ দৰে।
0,1467833690,"মোৰ গাধটো এনে মন্তব্যৰ প্ৰতি সংবেদনশীল। তথাপিও, তেওঁ আৰু মই আপোনাৰ মগটো সোনকালে দেখি আনন্দিত হ'ম। চাৰ্জাৰ এতিয়াও awol আছে।"
0,1467833736,আজি ৰাতি নতুন csi নাই। fml
0,1467833799,মই ভাবো মোৰ বাহু দুটা টেনিছৰ বাবে ঘাঁ হৈছে
0,1467834001,'আপুনি ইমান ভাল পোৱা কোনোবাই আপোনাক কিয় ইমান অসুখী কৰি তুলিব পাৰে' বুলি ভাবিছে। হতাশ হোৱা .
0,1467834053,শুই যাওক... মই মাত্ৰ বাই কোৱাটো ঘৃণা কৰো আৰু কাইলৈ ​​ৰাতিৰ বাবে তোমাক লগ পাম।
